"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplId","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"32.1","Carex bicknellii","Carex bicknellii",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,32,2,"wfo-0000344891","urn:lsid:ipni.org:names:298815-1","224929","Carex bicknellii","SPECIES","wfo-4000006709","Britton & A.Brown","Cyperaceae","","","","Carex","","bicknellii","","","","Fl. N. U.S. i. 360.","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-224929 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-224929 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-224929","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-224929","",FALSE,"","","","Not a synonym"
"33","Carex blanda","Carex blanda",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,33,1,"wfo-0000344953","urn:lsid:ipni.org:names:298848-1","224985","Carex blanda","SPECIES","wfo-4000006709","Dewey","Cyperaceae","","","","Carex","","blanda","","","","Amer. J. Sci. Arts 10: 45 (1826)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-224985 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-224985 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-224985","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-224985","",FALSE,"","","",""
"34","Carex brevior","Carex brevior",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,34,1,"wfo-0000345100","urn:lsid:ipni.org:names:45890-2","225121","Carex brevior","SPECIES","wfo-4000006709","(Dewey) Mack.","Cyperaceae","","","","Carex","","brevior","","","","Amer. Midl. Naturalist 4: 235 (1915)","ACCEPTED","","wfo-0000351592","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-225121 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-225121 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-225121","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-225121","",FALSE,"","","",""
"35","Carex gravida","Carex gravida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,35,1,"wfo-0000347223","urn:lsid:ipni.org:names:292646-2","227114","Carex gravida","SPECIES","wfo-4000006709","L.H.Bailey","Cyperaceae","","","","Carex","","gravida","","","","Mem. Torrey Bot. Club 1: 5 (1889)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-227114 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-227114 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-227114","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-227114","",FALSE,"","","",""
"36","Carex molesta","Carex molesta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,36,1,"wfo-0000348949","urn:lsid:ipni.org:names:46669-2","228728","Carex molesta","SPECIES","wfo-4000006709","Mack.","Cyperaceae","","","","Carex","","molesta","","","","N. Amer. Fl. 18: 151 (1931)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-228728 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-228728 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-228728","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-228728","",FALSE,"","","",""
"37","Carex normalis","Carex normalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,37,1,"wfo-0000349330","urn:lsid:ipni.org:names:301238-1","229085","Carex normalis","SPECIES","wfo-4000006709","Mack.","Cyperaceae","","","","Carex","","normalis","","","","Bull. Torrey Bot. Club 37: 244. 1910","ACCEPTED","","wfo-0000348912","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-229085 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-229085 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-229085","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-229085","",FALSE,"","","",""
"38","Dalea candida","Dalea candida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,38,1,"wfo-0000170467","urn:lsid:ipni.org:names:30189316-2","16740","Dalea candida","SPECIES","wfo-4000010680","Willd.","Fabaceae","","","","Dalea","","candida","","","","Sp. Pl., ed. 4 , 3: 1337 (1802)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16740 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-16740 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/ild-16740","ildis","A","http://www.theplantlist.org/tpl1.1/record/ild-16740","",FALSE,"","","",""
"39","Dalea purpurea","Dalea purpurea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,39,1,"wfo-0000169115","urn:lsid:ipni.org:names:76326-2","15442","Dalea purpurea","SPECIES","wfo-4000010680","Vent.","Fabaceae","","","","Dalea","","purpurea","","","","Jard. Malmaison t. 40.","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-15442 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-15442 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/ild-15442","ildis","A","http://www.theplantlist.org/tpl1.1/record/ild-15442","",FALSE,"","","",""
"40","Desmodium canadense","Desmodium canadense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,40,1,"wfo-0000170488","urn:lsid:ipni.org:names:1051889-2","16761","Desmodium canadense","SPECIES","wfo-4000011206","(L.) DC.","Fabaceae","","","","Desmodium","","canadense","","","","Prodr. 2: 328 (1825)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16761 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-16761 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/ild-16761","ildis","A","http://www.theplantlist.org/tpl1.1/record/ild-16761","",FALSE,"","","",""
"41","Desmodium illinoense","Desmodium illinoense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,41,1,"wfo-0000170302","urn:lsid:ipni.org:names:491822-1","16581","Desmodium illinoense","SPECIES","wfo-4000011206","A.Gray","Fabaceae","","","","Desmodium","","illinoense","","","","Proc. Amer. Acad. Arts 8: 289 (1870)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16581 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-16581 >The Plant List v.1.0</a>","https://www.ipni.org/n/491822-1","ildis","A","http://www.theplantlist.org/tpl1.1/record/ild-16581","",FALSE,"","","",""
"42","Dodecatheon meadia","Dodecatheon meadia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,42,1,"wfo-0001280208","urn:lsid:ipni.org:names:60447606-2","50308078","Primula meadia","SPECIES","wfo-4000031131","(L.) A.R.Mast & Reveal","Primulaceae","","","","Primula","","meadia","","","","Brittonia 59: 81 (2007)","ACCEPTED","","wfo-0000652843","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50308078 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-50308078 >The Plant List v.1.0</a>","https://wcvp.science.kew.org/taxon/60447606-2","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-50308078","",TRUE,"SYNONYM","wfo-0000652843","Dodecatheon meadia",""
"43","Desmanthus illinoensis","Desmanthus illinoensis",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,1,"wfo-0000187331","","33857","Desmanthus illinoensis","SPECIES","wfo-4000011190","(Michx.) Robinson & Fernald","Fabaceae","","","","Desmanthus","","illinoensis","","","","","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-33857 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-33857 >The Plant List v.1.0</a>","https://wcvp.science.kew.org/taxon/30211162-2","ildis","A","http://www.theplantlist.org/tpl1.1/record/ild-33857","",FALSE,"","","","smallest ID"
"44","Echinacea pallida","Echinacea pallida",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,44,1,"wfo-0000020152","urn:lsid:ipni.org:names:202374-1","GCC-97866579-2F3B-4E7D-8387-C546EF33C7A9","Echinacea pallida","SPECIES","wfo-4000012904","(Nutt.) Nutt.","Asteraceae","","","","Echinacea","","pallida","","","","Trans. Amer. Philos. Soc. , ser. 2, 7: 354 (1840)","ACCEPTED","","wfo-0000120733","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-119485 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-119485 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-119485","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-119485","",FALSE,"","","","Accepted"
"45","Echinacea purpurea","Echinacea purpurea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,45,1,"wfo-0000036347","urn:lsid:ipni.org:names:1174497-2","GCC-AADAD3F3-3650-4DDD-BB13-E9573CBE0045","Echinacea purpurea","SPECIES","wfo-4000012904","(L.) Moench","Asteraceae","","","","Echinacea","","purpurea","","","","Methodus : 591 (1794)","ACCEPTED","","wfo-0000074368","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-135149 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-135149 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-135149","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-135149","",FALSE,"","","",""
"46","Elymus canadensis","Elymus canadensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,46,1,"wfo-0000866073","urn:lsid:ipni.org:names:400194-1","410973","Elymus canadensis","SPECIES","wfo-4000013270","L.","Poaceae","","","","Elymus","","canadensis","","","","Sp. Pl. : 83 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-410973 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-410973 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-410973","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-410973","",FALSE,"","","",""
"47","Eragrostis spectabilis","Eragrostis spectabilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,47,1,"wfo-0000868452","urn:lsid:ipni.org:names:1137778-2","413215","Eragrostis spectabilis","SPECIES","wfo-4000013668","(Pursh) Steud.","Poaceae","","","","Eragrostis","","spectabilis","","","","Nomencl. Bot. , ed. 2, 1: 564 (1840)","ACCEPTED","","wfo-0000893869","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-413215 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-413215 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-413215","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-413215","",FALSE,"","","",""
"48","Eryngium yuccifolium","Eryngium yuccifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,48,1,"wfo-0000678333","urn:lsid:ipni.org:names:842103-1","927480","Eryngium yuccifolium","SPECIES","wfo-4000013959","Michx.","Apiaceae","","","","Eryngium","","yuccifolium","","","","Fl. Bor.-Amer. 1: 164 (1803)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2799673 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2799673 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2799673","cmp","A","http://www.theplantlist.org/tpl1.1/record/kew-2799673","",FALSE,"","","",""
"49.1","Eupatorium altissimum","Eupatorium altissimum",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,49,2,"wfo-0000135814","urn:lsid:ipni.org:names:99471-2","GCC-C33FC1C4-30A3-4C53-8C86-91D4327F94A1","Eupatorium altissimum","SPECIES","wfo-4000014215","L.","Asteraceae","","","","Eupatorium","","altissimum","","","","Sp. Pl. : 837 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-96548 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-96548 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-96548","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-96548","",FALSE,"","","","Not a synonym"
"50","Euphorbia corollata","Euphorbia corollata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,50,1,"wfo-0000961505","urn:lsid:ipni.org:names:277069-2","79114","Euphorbia corollata","SPECIES","wfo-4000014224","L.","Euphorbiaceae","","","","Euphorbia","","corollata","","","","Sp. Pl. 1: 459. 1753 [1 May 1753]","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-79114 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-79114 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-79114","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-79114","",FALSE,"","","",""
"51.1","Euthamia graminifolia","Euthamia graminifolia",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,51,2,"wfo-0000018631","urn:lsid:ipni.org:names:1004467-1","GCC-12EE212B-DCC8-4BE4-B219-C1F7256F7C6A","Euthamia graminifolia","SPECIES","wfo-4000014352","(L.) Nutt.","Asteraceae","","","","Euthamia","","graminifolia","","","","Trans. Amer. Philos. Soc. , ser. 2, 7: 325 (1840)","ACCEPTED","","wfo-0000000396","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-118014 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-118014 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-118014","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-118014","",FALSE,"","","","Accepted"
"52","Gentiana andrewsii","Gentiana andrewsii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,52,1,"wfo-0000696871","urn:lsid:ipni.org:names:108172-2","947348","Gentiana andrewsii","SPECIES","wfo-4000015502","Griseb.","Gentianaceae","","","","Gentiana","","andrewsii","","","","Fl. Bor.-Amer. (Hooker) 2(8): 55 (-56). 1837 [Jul 1837]","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2819909 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2819909 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2819909","cmp","A","http://www.theplantlist.org/tpl1.1/record/kew-2819909","",FALSE,"","","",""
"53","Helenium autumnale","Helenium autumnale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,53,1,"wfo-0000124883","urn:lsid:ipni.org:names:211760-1","GCC-AC4E4C0F-F8B9-440D-B9C1-79E22216D6E1","Helenium autumnale","SPECIES","wfo-4000017185","L.","Asteraceae","","","","Helenium","","autumnale","","","","Sp. Pl. : 886 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-85973 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-85973 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-85973","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-85973","",FALSE,"","","",""
"54","Heliopsis helianthoides","Heliopsis helianthoides",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,54,1,"wfo-0000010572","urn:lsid:ipni.org:names:213534-1","GCC-B04635F2-41D3-491B-A510-B06DF90B1C93","Heliopsis helianthoides","SPECIES","wfo-4000017261","Sweet","Asteraceae","","","","Heliopsis","","helianthoides","","","","Hort. Brit. : 487 (1826)","ACCEPTED","","wfo-0000126753","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-110239 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-110239 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-110239","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-110239","",FALSE,"","","","Not a synonym"
"55","Helianthus mollis","Helianthus mollis",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,55,1,"wfo-0000000726","urn:lsid:ipni.org:names:329254-2","GCC-F902E0BB-8340-4E73-875B-9B3137F603DA","Helianthus mollis","SPECIES","wfo-4000017208","Lam.","Asteraceae","","","","Helianthus","","mollis","","","","Encycl. 3: 85 (1789)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-100690 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-100690 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-100690","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-100690","",FALSE,"","","","Not a synonym"
"56","Helianthus occidentalis","Helianthus occidentalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,56,1,"wfo-0000029086","urn:lsid:ipni.org:names:315076-2","GCC-09C00DDE-ADEC-4C94-95E3-D93FCE803A25","Helianthus occidentalis","SPECIES","wfo-4000017208","Riddell","Asteraceae","","","","Helianthus","","occidentalis","","","","W. J. Med. Phys. Sci. 9: 577 (1836)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-128112 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-128112 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-128112","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-128112","",FALSE,"","","",""
"57","Helianthus pauciflorus","Helianthus pauciflorus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,57,1,"wfo-0000073302","urn:lsid:ipni.org:names:329249-2","GCC-3A26BB6C-9522-4B5D-A9AB-3795FBEEC72F","Helianthus pauciflorus","SPECIES","wfo-4000017208","Nutt.","Asteraceae","","","","Helianthus","","pauciflorus","","","","Gen. N. Amer. Pl. 2: 177 (1818)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-30040 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-30040 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-30040","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-30040","",FALSE,"","","",""
"58","Helianthus strumosus","Helianthus strumosus",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,58,1,"wfo-0000070052","urn:lsid:ipni.org:names:329248-2","GCC-30CC4D06-1E1F-4DEB-8716-31A869A82FA9","Helianthus strumosus","SPECIES","wfo-4000017208","L.","Asteraceae","","","","Helianthus","","strumosus","","","","Sp. Pl. : 905 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-26855 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-26855 >The Plant List v.1.0</a>","https://wcvp.science.kew.org/taxon/329248-2","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-26855","",FALSE,"","","","Not a synonym"
"59","Heuchera richardsonii","Heuchera richardsonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,59,1,"wfo-0001135368","urn:lsid:ipni.org:names:791398-1","29100025","Heuchera richardsonii","SPECIES","wfo-4000017800","R.Br.","Saxifragaceae","","","","Heuchera","","richardsonii","","","","Narr. Journey Polar Sea : 766 (1823)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29100025 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-29100025 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-29100025","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-29100025","",FALSE,"","","",""
"60","Hierochloe odorata","Hierochloe odorata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,60,1,"wfo-0000874338","urn:lsid:ipni.org:names:404911-1","418883","Hierochloe odorata","SPECIES","wfo-4000017893","(L.) P.Beauv.","Poaceae","","","","Hierochloe","","odorata","","","","Ess. Agrostogr. , Atlas: t. 12, f. 5 (1812)","ACCEPTED","","wfo-0000874538","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-418883 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-418883 >The Plant List v.1.0</a>","https://wcvp.science.kew.org/taxon/404911-1","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-418883","",FALSE,"","","",""
"61","Hypericum punctatum","Hypericum punctatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,61,1,"wfo-0000728173","urn:lsid:ipni.org:names:433768-1","985506","Hypericum punctatum","SPECIES","wfo-4000018759","Lam.","Hypericaceae","","","","Hypericum","","punctatum","","","","Encycl. [J. Lamarck & al.] 4(1): 164. 1797 [9 Feb 1797]","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2858774 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2858774 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2858774","cmp","A","http://www.theplantlist.org/tpl1.1/record/kew-2858774","",FALSE,"","","",""
"62","Hypericum pyramidatum","Hypericum pyramidatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,62,1,"wfo-0000727368","urn:lsid:ipni.org:names:1153552-2","984493","Hypericum ascyron subsp. pyramidatum","SUBSPECIES","wfo-0000727365","(Aiton) N.Robson","Hypericaceae","","","","Hypericum","","ascyron","pyramidatum","subsp.","","Bull. Nat. Hist. Mus. (London), Bot. 31: 58 (2001)","ACCEPTED","","wfo-0000728181","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2857751 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2857751 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2857751","cmp","A","http://www.theplantlist.org/tpl1.1/record/kew-2857751","",TRUE,"SYNONYM","wfo-0000728181","Hypericum pyramidatum",""
"63","Juncus dudleyi","Juncus dudleyi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,63,1,"wfo-0000776337","urn:lsid:ipni.org:names:132109-2","314890","Juncus dudleyi","SPECIES","wfo-4000019671","Wiegand","Juncaceae","","","","Juncus","","dudleyi","","","","Bull. Torrey Bot. Club 27: 524 (1900)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-314890 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-314890 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-314890","iopi","A","http://www.theplantlist.org/tpl1.1/record/kew-314890","",FALSE,"","","",""
