"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplId","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"64","Juncus interior","Juncus interior",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,64,1,"wfo-0000776642","urn:lsid:ipni.org:names:132158-2","315209","Juncus interior","SPECIES","wfo-4000019671","Wiegand","Juncaceae","","","","Juncus","","interior","","","","Bull. Torrey Bot. Club 27: 516 (1900)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-315209 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-315209 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-315209","iopi","A","http://www.theplantlist.org/tpl1.1/record/kew-315209","",FALSE,"","","",""
"65","Juncus tenuis","Juncus tenuis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,65,1,"wfo-0000777403","urn:lsid:ipni.org:names:304453-2","315959","Juncus tenuis","SPECIES","wfo-4000019671","Willd.","Juncaceae","","","","Juncus","","tenuis","","","","Sp. Pl., ed. 4 , 2: 214 (1799)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-315959 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-315959 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-315959","iopi","A","http://www.theplantlist.org/tpl1.1/record/kew-315959","",FALSE,"","","",""
"66","Koeleria pyramidata","Koeleria pyramidata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,66,1,"wfo-0000877284","urn:lsid:ipni.org:names:406677-1","421711","Koeleria pyramidata","SPECIES","wfo-4000020117","P.Beauv.","Poaceae","","","","Koeleria","","pyramidata","","","","Ess. Agrostogr. : 166 (1812)","ACCEPTED","","wfo-0000893560","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-421711 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-421711 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-421711","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-421711","",FALSE,"","","",""
"67","Lespedeza capitata","Lespedeza capitata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,67,1,"wfo-0000164446","urn:lsid:ipni.org:names:138638-2","10876","Lespedeza capitata","SPECIES","wfo-4000021455","Michx.","Fabaceae","","","","Lespedeza","","capitata","","","","Fl. Bor.-Amer. (Michaux) 2: 71. 1803 [19 Mar 1803]","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-10876 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-10876 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/ild-10876","ildis","A","http://www.theplantlist.org/tpl1.1/record/ild-10876","",FALSE,"","","",""
"68","Liatris aspera","Liatris aspera",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,68,1,"wfo-0000020604","urn:lsid:ipni.org:names:230545-1","GCC-D6B4F6CB-F438-43EE-AD22-C64E058296C3","Liatris aspera","SPECIES","wfo-4000021657","Michx.","Asteraceae","","","","Liatris","","aspera","","","","Fl. Bor.-Amer. 2: 92 (1803)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-119927 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-119927 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-119927","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-119927","",FALSE,"","","",""
"69","Liatris pycnostachya","Liatris pycnostachya",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,69,1,"wfo-0000030984","urn:lsid:ipni.org:names:230623-1","GCC-6C3E8856-B346-46F1-8154-DD7E0560617C","Liatris pycnostachya","SPECIES","wfo-4000021657","Michx.","Asteraceae","","","","Liatris","","pycnostachya","","","","Fl. Bor.-Amer. 2: 91 (1803)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-129970 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-129970 >The Plant List v.1.0</a>","https://wcvp.science.kew.org/taxon/230623-1","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-129970","",FALSE,"","","","smallest ID"
"70","Liatris scariosa","Liatris scariosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,70,1,"wfo-0000046258","urn:lsid:ipni.org:names:230630-1","GCC-19682425-F9C4-40EC-B815-FEC90E635E6D","Liatris scariosa","SPECIES","wfo-4000021657","(L.) Willd.","Asteraceae","","","","Liatris","","scariosa","","","","Sp. Pl., ed. 4 , 3: 1635 (1803)","ACCEPTED","","wfo-0000028578","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-144731 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-144731 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-144731","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-144731","",FALSE,"","","",""
"71","Liatris spicata","Liatris spicata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,71,1,"wfo-0000065042","urn:lsid:ipni.org:names:230634-1","GCC-7640C680-94E3-4181-B56D-28A56A8963CF","Liatris spicata","SPECIES","wfo-4000021657","(L.) Willd.","Asteraceae","","","","Liatris","","spicata","","","","Sp. Pl., ed. 4 , 3: 1636 (1803)","ACCEPTED","","wfo-0000134230","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-21976 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-21976 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-21976","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-21976","",FALSE,"","","",""
"72","Lilium michiganense","Lilium michiganense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,72,1,"wfo-0000678723","urn:lsid:ipni.org:names:140138-2","280003","Lilium michiganense","SPECIES","wfo-4000021746","Farw.","Liliaceae","","","","Lilium","","michiganense","","","","Bull. Torrey Bot. Club 42: 353 (1915)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-280003 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-280003 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-280003","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-280003","",FALSE,"","","",""
"73","Maianthemum racemosum","Maianthemum racemosum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,73,1,"wfo-0000690499","urn:lsid:ipni.org:names:538037-1","281247","Maianthemum racemosum","SPECIES","wfo-4000022886","(L.) Link","Asparagaceae","","","","Maianthemum","","racemosum","","","","Enum. Hort. Berol. Alt. 1: 343 (1821)","ACCEPTED","","wfo-0000764181","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-281247 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-281247 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-281247","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-281247","",FALSE,"","","",""
"74","Monarda bradburiana","Monarda bradburiana",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,74,1,"wfo-0000245298","","129160","Monarda bradburiana","SPECIES","wfo-4000024632","Beck","Lamiaceae","","","","Monarda","","bradburiana","","","","Amer. J. Sci. Arts 10: 260 1826","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-129160 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-129160 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-129160","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-129160","",FALSE,"","","","smallest ID"
"75","Monarda fistulosa","Monarda fistulosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,75,1,"wfo-0000245324","urn:lsid:ipni.org:names:452042-1","129185","Monarda fistulosa","SPECIES","wfo-4000024632","L.","Lamiaceae","","","","Monarda","","fistulosa","","","","Sp. Pl. : 22 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-129185 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-129185 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-129185","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-129185","",FALSE,"","","",""
"76","Oenothera pilosella","Oenothera pilosella",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,76,1,"wfo-0001087548","urn:lsid:ipni.org:names:613954-1","23200592","Oenothera pilosella","SPECIES","wfo-4000026653","Raf.","Onagraceae","","","","Oenothera","","pilosella","","","","Ann. Nat. 1: 15 (1820)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-23200592 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-23200592 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-23200592","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-23200592","",FALSE,"","","",""
"77","Solidago rigida","Solidago rigida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,77,1,"wfo-0000129341","urn:lsid:ipni.org:names:249837-1","GCC-D2AFDCE3-AA8B-48AC-AC6A-8399181A2F42","Solidago rigida","SPECIES","wfo-4000035732","L.","Asteraceae","","","","Solidago","","rigida","","","","Sp. Pl. : 880 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-90277 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-90277 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-90277","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-90277","",FALSE,"","","",""
"78","Panicum virgatum","Panicum virgatum",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,78,1,"wfo-0000886863","urn:lsid:ipni.org:names:413537-1","430831","Panicum virgatum","SPECIES","wfo-4000027882","L.","Poaceae","","","","Panicum","","virgatum","","","","Sp. Pl. : 59 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-430831 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-430831 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-430831","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-430831","",FALSE,"","","","Not a synonym"
"79","Parthenium integrifolium","Parthenium integrifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,79,1,"wfo-0000123645","urn:lsid:ipni.org:names:236512-1","GCC-69405CBB-FD85-4C06-8FCA-7746CED7A2E4","Parthenium integrifolium","SPECIES","wfo-4000028264","L.","Asteraceae","","","","Parthenium","","integrifolium","","","","Sp. Pl. : 988 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-84783 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-84783 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-84783","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-84783","",FALSE,"","","",""
"80","Penstemon digitalis","Penstemon digitalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,80,1,"wfo-0001136588","urn:lsid:ipni.org:names:187353-2","29200167","Penstemon digitalis","SPECIES","wfo-4000028548","Nutt. ex Sims","Plantaginaceae","","","","Penstemon","","digitalis","","","","Bot. Mag. 52: t. 2587. 1825","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29200167 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-29200167 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-29200167","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-29200167","",FALSE,"","","",""
"81","Penstemon hirsutus","Penstemon hirsutus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,81,1,"wfo-0001137043","urn:lsid:ipni.org:names:808137-1","29201370","Penstemon hirsutus","SPECIES","wfo-4000028548","(L.) Willd.","Plantaginaceae","","","","Penstemon","","hirsutus","","","","Sp. Pl., ed. 4 , 3: 227 (1800)","ACCEPTED","","wfo-0000600765","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29201370 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-29201370 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-29201370","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-29201370","",FALSE,"","","",""
"82","Phlox pilosa","Phlox pilosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,82,1,"wfo-0001099777","urn:lsid:ipni.org:names:193620-2","25800424","Phlox pilosa","SPECIES","wfo-4000029286","L.","Polemoniaceae","","","","Phlox","","pilosa","","","","Sp. Pl. : 152 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25800424 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25800424 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-25800424","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-25800424","",FALSE,"","","",""
"83","Physostegia virginiana","Physostegia virginiana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,83,1,"wfo-0000273071","urn:lsid:ipni.org:names:454204-1","155820","Physostegia virginiana","SPECIES","wfo-4000029570","Benth.","Lamiaceae","","","","Physostegia","","virginiana","","","","Edwards's Bot. Reg. 15: sub t. 1289. 1829; Lab. Gen. et Sp. 504.","ACCEPTED","","wfo-0000945506","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-155820 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-155820 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-155820","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-155820","",FALSE,"","","",""
"84","Polygonatum biflorum","Polygonatum biflorum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,84,1,"wfo-0000716308","urn:lsid:ipni.org:names:540091-1","284043","Polygonatum biflorum","SPECIES","wfo-4000030741","(Walter) Elliott","Asparagaceae","","","","Polygonatum","","biflorum","","","","Sketch Bot. S. Carolina 1: 393 (1817)","ACCEPTED","","wfo-0000764105","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-284043 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-284043 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-284043","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-284043","",FALSE,"","","",""
"85","Polemonium reptans","Polemonium reptans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,85,1,"wfo-0001099806","urn:lsid:ipni.org:names:690014-1","25800475","Polemonium reptans","SPECIES","wfo-4000030638","L.","Polemoniaceae","","","","Polemonium","","reptans","","","","Syst. Nat. ed. 10 , 2: 925 (1759)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25800475 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25800475 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-25800475","tro","A","http://www.theplantlist.org/tpl1.1/record/tro-25800475","",FALSE,"","","",""
"86.2","Potentilla arguta","Potentilla arguta",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,86,3,"wfo-0001005372","","3745","Potentilla arguta","SPECIES","wfo-4000031030","Pursh","Rosaceae","","","","Potentilla","","arguta","","","","Flora Americae septentrionalis ; 1814 736 1814","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3745 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-3745 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-3745","rjp","A","http://www.theplantlist.org/tpl1.1/record/rjp-3745","",FALSE,"","","","Accepted"
"87","Pycnanthemum pilosum","Pycnanthemum pilosum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,87,1,"wfo-0000289037","urn:lsid:ipni.org:names:923751-1","171082","Pycnanthemum verticillatum var. pilosum","VARIETY","wfo-0000289036","(Nutt.) Cooperr.","Lamiaceae","","","","Pycnanthemum","","verticillatum","pilosum","var.","","Michigan Bot. 23: 166 (1984)","ACCEPTED","","wfo-0000289021","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-171082 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-171082 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-171082","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-171082","",TRUE,"SYNONYM","wfo-0000289021","Pycnanthemum pilosum",""
"88","Pycnanthemum tenuifolium","Pycnanthemum tenuifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,88,1,"wfo-0000289030","urn:lsid:ipni.org:names:455236-1","171075","Pycnanthemum tenuifolium","SPECIES","wfo-4000032214","Schrad.","Lamiaceae","","","","Pycnanthemum","","tenuifolium","","","","Hort. Gott. : 10 (1809)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-171075 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-171075 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-171075","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-171075","",FALSE,"","","",""
"89","Pycnanthemum virginianum","Pycnanthemum virginianum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,89,1,"wfo-0000289039","urn:lsid:ipni.org:names:1128143-2","171084","Pycnanthemum virginianum","SPECIES","wfo-4000032214","(L.) B.L.Rob. & Fernald","Lamiaceae","","","","Pycnanthemum","","virginianum","","","","Manual , ed. 7: 707 (1908)","ACCEPTED","","wfo-0000304600","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-171084 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-171084 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-171084","wcs","A","http://www.theplantlist.org/tpl1.1/record/kew-171084","",FALSE,"","","",""
"90","Ratibida pinnata","Ratibida pinnata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,90,1,"wfo-0000121004","urn:lsid:ipni.org:names:217881-2","GCC-1264B8E7-89E2-44D7-8E91-719554DC535F","Ratibida pinnata","SPECIES","wfo-4000032593","Barnhart","Asteraceae","","","","Ratibida","","pinnata","","","","Bull. Torrey Bot. Club 24(8): 410 (1897)","ACCEPTED","","wfo-0000021569","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-82238 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-82238 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-82238","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-82238","",FALSE,"","","",""
"91.1","Rosa blanda","Rosa blanda",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,91,2,"wfo-0001006233","","3949","Rosa blanda","SPECIES","wfo-4000033476","Aiton","Rosaceae","","","","Rosa","","blanda","","","","Hortus kewensis ; 1789 202 1789","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3949 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-3949 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-3949","rjp","A","http://www.theplantlist.org/tpl1.1/record/rjp-3949","",FALSE,"","","","Accepted"
"92.2","Rosa carolina","Rosa carolina",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,3,"wfo-0001014358","urn:lsid:ipni.org:names:731982-1","6025","Rosa carolina","SPECIES","wfo-4000033476","L.","Rosaceae","","","","Rosa","","carolina","","","","Sp. Pl. : 492 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-6025 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-6025 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-6025","rjp","A","http://www.theplantlist.org/tpl1.1/record/rjp-6025","",FALSE,"","","","Accepted"
"93","Rosa setigera","Rosa setigera",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,93,1,"wfo-0001017675","urn:lsid:ipni.org:names:734247-1","841","Rosa setigera","SPECIES","wfo-4000033476","Michx.","Rosaceae","","","","Rosa","","setigera","","","","Fl. Bor.-Amer. 1: 295 (1803)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-841 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-841 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-841","rjp","A","http://www.theplantlist.org/tpl1.1/record/rjp-841","",FALSE,"","","",""
"94","Rudbeckia fulgida","Rudbeckia fulgida",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,94,1,"wfo-0000014241","urn:lsid:ipni.org:names:241701-1","GCC-82CBA4D2-54AD-4417-889D-B860295DD0E4","Rudbeckia fulgida","SPECIES","wfo-4000033584","Aiton","Asteraceae","","","","Rudbeckia","","fulgida","","","","Hort. Kew. [W. Aiton] 3: 251. 1789","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-113773 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-113773 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-113773","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-113773","",FALSE,"","","","Accepted"
"95","Rudbeckia hirta","Rudbeckia hirta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,95,1,"wfo-0000027627","urn:lsid:ipni.org:names:223740-2","GCC-14D180B7-3E38-4452-B033-D5E649D6F7F6","Rudbeckia hirta","SPECIES","wfo-4000033584","L.","Asteraceae","","","","Rudbeckia","","hirta","","","","Sp. Pl. : 907 (1753)","ACCEPTED","","","","More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-126702 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-126702 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-126702","gcc","A","http://www.theplantlist.org/tpl1.1/record/gcc-126702","",FALSE,"","","",""
